index,smiles
4864,[h]12345*6789%10c%11%12%13%14%15o=1-6%16%17=n-%1116%18c=2=%16=7-%12%11%19[h]#1#8=3=%132f#4#6#9-%14-%11[H]#5#%18#2#%15#%19=%10%17
4865,C12=F34=c56*=3789n3%10c#5=71N=341=O8*:9=2=6-%101
4866,c123c45678[h]9%10%11*4=1%12%13#c-514%14n=%12=6-95=N=71C#4=2%10N#3#%13=%14=8%115
4867,*1234567c89%10%11%12%13o=1%14%15%16%17%18n#8-21%19%20%21*#3#%14-928%22:*=1=%154-%1039f2%11#%19=5-%161-[h]8#%20=6=%12-3-%17=f%13%21#%22=9=%18-7-1
4868,O1=*23#n4567f#N=48(#F5#*1n628)o7=3
4869,C=n123co4n#C=15(N#2)N#3#n45
4870,C.C.C.C#C=O=NO.O
4871,o1234f56789%10[h]=1%11%12%13[h]-51%14%15#[h]6=%115%16%17*#2#%12=1=76%11c#8=5-%141f#3#%15#6=%13-%16-9f%11#1=4=%10-%17
4872,C1234#*56789c%10%11%12%13n5%14%15%16#n#6=15%17[h]%10=2=%14=716n8-%11-5-%152#[h]9#%16=13-%12#N#64%13%172
4873,NN=ONcc#O.nn
4874,C.C=C.C=C(C)#CC.O
4875,c123456[h]789%10%11%12#c-1%13%14%15%16%17n=71%18%19%20[h]-2-8-%137%21%22o#3#%14=1=928=*%15=4=%18-%10-71=C#5#%16=%19=2%11%21#f%22=%20=1=%12=8-6-%17
4876,[h]123n4567o89c4%10%11%12%13*#54%14%15c#1-8-%105#C#4#%1161#o#9#%12=2=%14-5[h]%13#%15=3=1-7
4877,N.O.O#cn1=cf-o[h]-1
4878,C.C.C.F.N.N.N.cc
4879,*1234567#*89%10%11%12%13[h]1%14%15%16%17%18*=2=81%19%20%21f9#3-%1428%22*%15#1#%10=439=[H]#%19=%11=%16521=o%17=6=3=8-%20-%12=f%13=%21=9=%18=%2271
4880,n12f345o6789=[h]%10%11%12f3=6%13%14c36f#%13=%10-7%15=C=1=3=4=8%11%14#F#5=2=96%12%15
4881,C.C.F.N.[H]#N1=o(o)C1
4882,C1=c23c4#F#2=C2=C=o#45c#3=1#N#52
4883,N.co=O(C)fcnC
4884,*1234567:*89%10%11%12%13[h]=1%14%15%16%17%18f#8=21%19%20%21[h]#3=9=%1428%22[h]4#%10#%15-139[h]#5=%11=%16=2=%191f#%17#3#%20=6-%12-8#f%13%221%21#%18-7-9
4885,O12#c345c67f8=o#1=6=39n#2#413c#5=92f-1=N8723
4886,*1234o5678#F9%10%11%12%13=f%14%15%16%17n1=9-5%18%19o#2=%14%101#c3=6-%15%112#[h]#%16#%18-7%12c#4#1=2=%13-8-%17-%19
4887,*1234567:*89%10%11%12%13:*=1%14%15%16%17%18[h]8#21%19%20%21[h]#%14=3-928%22f#%15#1=%10-439f%112=%16-5-%191n#%17#%12#%20=6=8-3[H]#%18#%13#%22#%21#9=17
4888,[H]1234567#[h]89%10%11%12%13n1%14%15%16%17%18o=2-81%19%20%21#f=3=9=%1428%22n#%15=14-%1039C#2=%11=%195%161#n%128#6=%17-3-%20f#1=%187-%13-9-%21-%22
4889,O=O123#O#C=1c1o=C4=N2[H]#1#34
4890,*123456[h]789%10%11%12c%13%14%15%16%17*=1-7%18%19%20%21#*#%13=8217%22o#3#%14#9=%182[h]#%10=4=%15-%19-13=F#5#%16#%11=7%20#f%17%12#%21=2=%22=3-6
4891,C.C.C.C.C.C.C.C.C
4892,c1234f56789n-1%10%11%12%13f#51%14%15%16[h]#%10#65%17o#2#%11#1=76%10c=8-3-%141#N#%15#6=5=%12=9*=%17=14%13%16%10
4893,C.C=Nn1c(#N)(n)-cc-1
4894,C.C.C.C.C.C.C.C.C
4895,C.C.C=C=C1(#C#N)#C#O#1
4896,C.C=cc(#N)n.CN.N
4897,F.[h]123n456n789%10#F4%11%12%13#c5#1#74%14-n-8%111n=9-2%12-4f1=3=%10-6%13-%14
4898,*123456:*789%10%11%12f#1%13%14%15%16%17c2-71%18%19%20*#3#8-%1327%21f4%14#9#138=[H]#%10=%18=%1521#*#7#%11=5=%16%193=n%20#%21#%12=%17=8-61
4899,f1234*56789c=1%10%11%12%13[h]#51%14%15#f5%16%17o#6-1-%10%18%19[h]-2-5-7-%111=F#%14=%16=8=%123%18o9%13=%19-4-%17-%15-1
4900,NC=N#C12#nc13#N2=[H]3N
4901,f123456[h]789%10%11%12#o=1%13%14%15%16%17[h]-2-71%18%19%20#[h]=3=8=%1327%21f=9=1-%1438*#4#%15=2-%10-%181=f3=%19-5-%11-7-%16f6#8=1=%20=%21-%12-%17
4902,C#C.C1#N2#F=C3=cn=2c=1=3
4903,C.C.C.C#O(=N)N.C=C
4904,*1234567[h]89%10%11%12%13[h]=1%14%15%16%17%18#[H]281%19%20%21#*#3-%14-928%22o#1=4=%15-%1039#f#2#%16=5=%11%191f%12#6=8=%20=3-%17=[H]#%22#%21=%13=97%181
4905,[h]12c34#N5#o678c9#C=1(#O=623)=f#4-7n8=9=5
4906,C.C.C.C.C#N.N.N.O
4907,cf1#c234(n)c(o#2)#O=13=*O#4
4908,FC123#N45#N67n8o4=O#16#n=5=27f8=3
4909,*1234567f89%10%11%12%13[h]-1%14%15%16%17%18f#2#81%19%20%21=*=3-%14-928%22f%10=%15-4-139[h]%11#5#2#%16=%191c#3=6=%17=%12-8-%20f%221%13=7=%18=%21-9
4910,*123456#*789%10%11%12f%13%14%15%16%17*=71%18%19%20%21[h]%138217%22f#3#%18-%14-928[h]#%19#%10=%15=143#*:%11#%16#7=%205-2=c%21#%17#%12=6=8-3-%22
4911,*c12#C3#n45*=16=C(=N#4)N=365O=2
4912,*123456[h]789%10%11%12f=1%13%14%15%16[h]271%17%18%19f#3#8-%1327%20#[h]#9#1=438n#%14#%10=2-5-%171#N#3#%18=%11%157=f%16#8=%12-6-%19-1-%20
4913,c1n2345o#16789c#21%10%11c#3-62=*7=n1-8(#[H]#4=%10)#F#5#92%11
4914,*123456=*789%10%11%12:*=1%13%14%15%16%17[h]=71%18%19%20*=82%137%21%22[h]%14#9=3=128=o%10%1574-%181-[h]=5=%21-%19-%11-%16-2f%12%22=%176-%20-8-1
4915,*123456o789%10%11%12*#1%13%14%15%16%17n-71%18%19%20f2#%13#87%21%22#[H]31%14928=[h]#%15#%10=7-4-%181c#%19#%21=5=2-%16-%11#o%171#%20#%22=6=8=%12
4916,C.C.C.C#OO.F.N.O
4917,C.C.C=N#O.O.O.co
4918,*1#O2=N34#[h]25n#c32n#C#2#4=51.C
4919,C.C#no(N)#C=O.N.[HH]
4920,[h]12345[h]6789%10%11#[h]=1%12%13%14%15%16[h]#2=61%17%18*=7=%1226%19:*1=%13-3-87o#2=9=%14-41n7%15#6=5=%17-%10f#%18=%19=%16-1-%11
4921,c12345[h]6789%10%11*=1%12%13%14%15%16:*#2-61%17%18[h]#7=%1226%19#[h]%13#1-3-87#n%17#2#%14-91=*#%15=4=7=6=%10C=5=%18=%19=%111%16
4922,C#N12#N34#c15(c1#c36c#1=5C62)=C=4
4923,*12345#*6789%10%11=*%12%13%14%15%16f6%17%18%19%20*#%12=1=76%21%22:*%172%13817:*=%14=63-%1892[h]#%15#%19=4=%10=1-%21[h]%202#%22=%165%11-7
4924,C1#c234n5n=267=C289=n3%10=C2#O=%101586F=497
4925,c123c456789o#1%10%11#[h]41%12%13%14[h]=2=54%15%16#c=6-125*#%12=3=4-71[H]=%15=%13%1028#F#%14=%11=5=91%16
4926,*#O=[H]1#N(=C=N)=C1.O.O
4927,C.C.C.C.N.N.N.co
4928,f1o2345n678o29%10%11o-6-32%12=[H]#17#[h]-4-91n-2-%10*1#8#5#%11-%12
4929,Nc1o2345c-n26#C=32(O#F=42)N=1=65
4930,[h]12345f6789%10#f1%11%12%13%14%15c-61%16%17%18#n#%11=7-26%19%20[h]#%12-3-127*#6#%13=%16=81-c2#4=%17=%19-9-%14n%15=5=7=%20-1-%18-%10
4931,C.C.C.C.C.C.C.C.C
4932,c12c34567#*89f=3%10#N#43=c#8-1-54n1=N=69#N#%10#7=1234
4933,C.C.C.C.C.N.N.N.O
4934,o1o23456n7-c-289%10o#32%11#c3%12o4-7-8%13#o5#9=2-3[h]%10#1#6=%12=%13-%11
4935,O1=o234[h]5678c=1=29%10%11o=3-512=N=935#*=6-%109o#73-1-c9#5#4=8=%11-2
4936,C1#n[h]23c4#c-256n#c#5-3[h]#1#C46
4937,o12345*6789%10#f%11%12%13%14%15*=1%16%17%18%19c-6-%111%20%21=*2#%127%166%11[h]%17#%13=3=8=12#[h]4=%20=%14=6-9-%18*5=%10=%19=%15=%11-%21-2
4938,o123*45678:*-19%10%11%12c=41%13%14=O94%15=f#5-19%16*=%136%101:*:%11#2#9=4=7#f%16%12#1#8=3=%14%15
4939,C.C1=c2c3co=O=1=24#c=3c=4
4940,N#[h]123[h]45#o678n=4=1#c=6c2(n#7)n3#8=5
4941,C1#F2O34=O256=N2=*=5137o2#n#74c6
4942,C.C.C.C.C.C.N.O.O
4943,C=C.C=C=c1c#CC=1.F
4944,C.C.C.C#C.O.O.O.O
4945,n12345n6789%10f%11%12%13%14o%15%16%17%18o#6=%11-1%19%20%21[h]#2#%15-716[h]#%16=%12=8-3-%19#O#1#9=%17=%204%13#N#%14#%10=%18=65%21
4946,*12=f34567c89%10%11#[h]%12%13%14f#3=1-8%15%16c4#9=%121c-%13-53*#%10#%15=1=6=[h]%16#7=32-%14-%11
4947,*1234567[h]89%10%11%12%13*1%14%15%16%17%18f8#21%19%20%21n=9-3-%1428%22#[H]#%10#1=4=%1539#f%16%11#5=%19-21f#6#%17#%12=3-8-%20-n%13#7=9-%18-%22-%21-1
4948,C.C.C.C.C.C.C#N=O
4949,*1234c56789*%10%11%12%13%14[h]5#1%15%16%17f#%10=615#N#7=%11=%156%10#N#1#%12#%16=27#*#8=%13=63=c%17#5#9=%10-4-%147
4950,[H]12345#*6789%10%11n1%12%13%14%15%16*61%17%18%19#f#7=%1226%20o#1#%13=8327[h]#%17#6=4-9-%141f%15#%18#%20=5-%10-2#N#7%19%111%16
4951,*.*o.C.C.C.C.C.F
4952,C.F.N.N.N.O.O.cc
4953,C.C.C=O.N.N.N.N.N
4954,f12c3456f789%10f1%11%12%13*-71n=%11-37#n4=1=8-%123[h]#2#5#9#*%13#%10=7-6-3
4955,f12345f6789%10%11#*#1%12%13%14%15%16f-2-61%17%18%19=F=7%1226%20#f-%13-1-87%12n#%14=%17=9-321*#4=7=%18=%106%15#F#%12#%16=%115%201%19
4956,C=N12=C3=OF=14(#n[h]2)#no34
4957,C.C.C.C#C.C=CC.O
4958,C1C234#C56=N(#C=5178#n62(c=37)C8)=O4
4959,[h]12345c6789%10%11[h]%12%13%14%15%16*#1#6%17%18%19[h]%12#2-716%20=o%13-3-827c9#4=%17=%14=13#o%152%10#%18=6-5[h]=%19=7=3=%11-%16-%20
4960,C.C.C.C.cc.ccc
4961,o123*4567o189%10#N41%11%12#C#54%13#o#1=65%14*=2%11-81#c#4=3=%12-9-5o%14#%13#7=%10-1
4962,*1234o5678c9%10%11%12#*=1%13%14%15%16n=51%17[h]#%13-9-65%18n#%10#7#%14-2-16=o8#%15#5=%11-3=F#4=%12=%16=%18%176
4963,N.N=co.O.O.O=cf
4964,f123456[h]789%10%11%12f%13%14%15%16%17[h]#7=1%18%19%20%21n#2#%13-817%22*#9#%18=3-%1428=*#%19#1=4%15%103[H]=%1652%11%207#f%17#%21=%22-63-8-%12
4965,o12[h]345678c-19%10%11#*=2=31c=423#C=9=54=N26o-%10-7o14-3-%11-8
4966,cc1#O#C2#no=1=n#2(c)O
4967,C.C.C#C.CN.N.N.O
4968,*.C.C#C=CFN(C)#O
4969,n1234o567*-189%10%11%12#n1%13%14%15c-5-8%16%17#n=1=958n#%13-2-%16-%101F#3#6#%14=5=%11f8=4=%17=%15-7-1-%12
4970,f1*2345=O678#o=1-29c-312*43(#N=16=*#237)#O#9=85
4971,C.C.C=C.CC.F.O.O
4972,*1234567[h]89%10%11%12%13c1%14%15%16%17%18o#2#81%19%20%21#o%14#3#928%22[h]#4=%10=%15-139[h]#%11=5=%19-%16-21f38#6#%20=%12=%17f9#7#%13#%21#%22=%18-1
4973,*123o4567[h]89[h]%10%11%12*1%13%14c#4=21=c%105=3#O=%13=%11=68=F#7=%14=19%12
4974,c1234n567f189%10=n#51%11%12%13c-85%14%15c-2-9-18%16=n36=5=%11-%101#*#%12=7=%14-8n=1-4-%15-%16-%13
4975,C.C#[H]N#O(#C)#nc.N
4976,[H]123#n45678n9%10%11%12%13#c=1=4%14%15%16%17*=914o#5#%14-%109#[H]#6#%15=%1115#n%16#2#9#%12#7-4=n%17#8=3=5=%13
4977,C=C12=c3(n(C)C=O)c1c#32
4978,*=N=C.C.n*C=co
4979,C1=o2c3c-n4(n-2)c(#O#31)=O#4
4980,*123c456c=1789f41%10%11%12c#74%13%14#c#2=17o5%10-4-81#O#3#%13=6%11=f%12#%14=7=9=1
4981,C.C=O12#ocN#C#1C2.N
4982,*C.C.Co(#N)(=N)c#N
4983,[h]12345*6789%10%11[h]#1%12%13%14%15%16[h]6-21%17%18%19*#%12-3726%20=F8%13137#c49#%17=2-%141*#%10=%1836%15=O#%19=%20=%11=%16571
4984,[h]1234*56789#[H]%10%11%12%13#*=5%14%15%16%17o1#6%105%18%19c#2=%11=%1416o5#3#%12#7-%152[H]#%18=8%161*#4#%19=%13=%17=692
4985,n1o234[h]5#c67o89o2%10n#3=6-8f9-7#N=5=41%10
4986,*123456:*789%10%11%12f=1%13%14%15%16%17[h]-71%18%19%20#[h]=%13-2-87%21%22*:3#9#%14=128[h]#%10=4=%18=7-%151-[h]2%16=5=%19=%11-%21F#6#%20#%12#%2281%17
4987,C.C.C=NC.N.N.cc
4988,*1o2#C=N#*34#nc=3N12=C=4
4989,n1234*56789%10n-1%11%12%13%14%15n#51%16%17#o%11=2=65%18%19[h]-1-7-%1226#[h]5=%16=8-%131[h]#%18=%17=2-3-9-%14C#1=%10=%1546%19
4990,o1234f5678o-19%10%11%12%13o1%14%15n=9-5%16%17n#2#%10=659*#1#%16-%112=*%14#%12=7=5-3c49%13=2=%17-%15-8
4991,[h]123f456c789%10c#1%11%12*#7-2-41%13%14o-824=o#%11-5-1f%13#9=3-2*=6=%10%124%14
4992,N12345=*6789%10%11#f%12%13%14%15%16f16%17%18%19%20o#7=2-%1216%21[h]=8=%17-%1327*#1#%18=%14398=o2=4-%15%10-6-%19n%21#%16#%20=5=7%11-8
4993,o1234n56789#N=1%10%11%12%13#O1%14%15%16=o=%10-5%17%18%19o2#%111-65%10#f#%12#%17%14-71f#3=%15=%18=5-8*#%13#9#1=%16=%19=%10-4
4994,C.c1oc23[h]45n*-2#c4=n5=1=3
4995,C1#n234c56=O7N8#C#25o7c3=1o=8=6=4
4996,N=n123c4#C5n=16n(=C#2)=F=4=65F3
4997,C.C.C.C.C.N.N.co
4998,C.C.C.C.C.N=O.O.O
4999,[h]1234o567=f89%10%11%12f%13%14%15*-5-8%16%17%18:*#1=958=C=%13=%16=%1021=o3%11#%14-6-5-%17#c%18#%15=4=7=8=%121
5000,*1234n567#n#189%10%11o-51%12#*#2#85%13%14#*#9328f#5-1-%103c=6=%12=2%13n8#4=7=3=%11%14
5001,C.O.c*1=N=C=12=c1c2c=1
5002,*12o34567#[h]89%10o#3%11%12*=43%13n#8#54%14[h]-3-9-65*#%13#4=1=%11#O#2=%10=5=%14%127
5003,c1234o56789c%10%11%12%13n5#1%14%15=F=%1015%16#o=%11=6%10%17n#2=716#[h]8#%10=3=%12=%145-*%13#9=4=%16-6-%15-%17
5004,C#c12o(cc)(c(C)#C=1)#O=2
5005,*1=C234#F#O2o#3nC142=cc=2
5006,f1n23456c78=O=29%10=c#32%11n#4=7=93%12o#5-24*3#%11=%10-1[H]#4=68%12
5007,C.C1=CN=1.N=CC(=O)O
5008,NC1#OC#O2=CC#1C#C2
5009,C123#c45678[h]9%10%11%12%13n=1%14%15%16[h]4=2-91%17%18#N#3#5%1024#c#6=%11=1-%143n#%15#7#2#%17=%12#*%13=3=4-%16-8-%18
5010,n123456f789%10%11%12f%13%14%15%16%17*#1-7%18%19%20%21[h]%13#8-217%22[h]#%18=3-%14-928[h]%15#%19#%10=4=13f5%20=%16=2=7-%11#*#%17#%21=8=%22=36%12
5011,*1:*2345o6=O789%10#c2%11%12c-172(n-38)=*6%1149C#%12=52%10
5012,*123456o789%10%11n-1%12%13%14%15n-2-71%16%17%18f3%12-827%19o9=4-138*:5%10=%16=2-%131#O#%11#%17=%14=37#F#%19=%15=8=1=%186
5013,*12n345678*#19%10%11#[h]-31%12%13%14*9-43%15%16#N=%10=15#o#%12=%11=6-31c#%15#%13#7=2#O#%16%1418
5014,C.cf-n1o2c=C#1#2#OC
5015,[h]123456*789%10%11%12[h]%13%14%15%16%17c7-1%18%19%20%21#n8#%13-217%22f#9=%14-3-%182=f%10#%15=4-%19-13#n#5=%11=7-%16-%20f6%12#%17#%21#%22=3-2
5016,n12n3456#F7#c89%10n#3%11%12=N#83%13#c-%11-4c=1=3-9-5n2=%10=%137-%12-6
5017,c1c23o4=c5[h]267=c2n=6-5(c=2=3)#N=4=71
5018,C12#*3456#[h]789n%10%11c73%12%13%14f813([h]#%12=%10=4o#2#3=5=%13-%11-9)#F=%146
5019,C=O12#cf=N134=c=215o2=N=13=C#524
5020,[h]1234f56789%10f1%11%12%13%14%15=[h]-51%16%17[h]=%11-65%18%19#*7%126%11#[H]#2#1#5=8=%137=[h]#3#%18=9=%146-%16*#%19=4=%11=%10-%177-%15
5021,*1234567:*89%10%11%12%13[h]#1%14%15%16%17%18[h]-2-81%19%20%21*#%143928%22:*=4=%10-%15-139[h]%112%19#5-%161#f%17%20#6=8-3-%12#f%22#7#%18#%21-9-%13-1
5022,*1234567o89%10%11%12%13[h]=1%14%15%16%17%18[h]=8-21%19%20%21#O=3%14928%22=[h]%15=4=1=%1039#C#%11=5=%19=2%161=f6#3=%20=8-%17-%12C=7=9=%18=%13%211%22
5023,c1234c5678#c-19%10%11%12%13f1%14%15%16f#2-9%17%18*#%10=5=12=f%17=%14=%11-61#[h]%18#%15=7-3-%12#[H]#4#%16#%13281
5024,[h]1234n56789f#1%10%11%12f#2#51%13#*-625%14n7#3-16%15*=2=%10=81=o9#5#%13#6-%11#f%15=%14=%12-4-1
5025,C.C.C.C.Co1(o)nC=1
5026,n1234[h]5678f19%10%11%12*-51%13%14n2-95%15%16o=6-1-%1029n#7#%11=%13=5-31=F#%15#2%14#O#8#%1649%121
5027,Nf1c(#c2n#n2)#no#C=1
5028,Cc(O)[h]1(=no)=C(#N)=C1
5029,*.C.C.C.C.C=C.N.N
5030,*1234567[h]89%10%11%12%13=[h]#1%14%15%16%17%18[h]#2-81%19%20%21n=3=9=%1428%22f#1=4-%10-%1539[h]#%16#%19#2=%11-51f6#%20=%12-%17-8-3#f%181%22#%21#9=7-%13
5031,*C1(C#OO)=ncc1.N
5032,fc123456#C=c-178o=2#c-7-3[h]#4#c=5f8#6
5033,C=c123c4#c5c6[h]=4=1(c2#6)=F#5=3.N
5034,C.C#OC.N.[H]=N=*=C
5035,C.C.CN.O.O.c1cc#1
5036,C.C#N.C#Nco.N.O
5037,*123456#c789%10%11f=1%12%13%14%15o21%16%17%18f7=%122%19%20[h]=8=13-%137%12f#9=4=%16=21o#7=%10=%175-%14-%19n#%11#1#%12=%18=%15=%206
5038,O1=[H]234#N56#c=2789n5(=C=162O7=C#832)N=94
5039,c12n3456#[H]#1789=c=31%10%11*=473%12%13[h]=8=5-147c#%10=9=3-21=C=6=%124=C#%13%1171
5040,[h]1c23c4O5#o-46[h]-2*#12n6#O#2=35
5041,F1=N23*4[h]56c2789c2#o7#413%10=C#5=2=8=*69%10
5042,n12n3456=*789n-3%10%11%12o7#1-43%13c-5-%101(#o#3-8-%11o=1-9)=*#%12=%1326
5043,C.C.C#cc.C=oo.N
5044,*1234#C567#o89%10%11%12n#1%13%14o2-81#*#9=53-%1328:*=%1063#C#%11=4=2%14n8#%12=37-1
5045,*1234n56789%10*%11%12%13%14n-1-5%15%16%17%18[h]#6=2-%1115[h]7#%12-%152#c#8=1-%16[h]#3=%13-%17-9*#2#5#%10=%144%18
5046,[h]1234c56789o-1%10%11%12%13%14c1%15%16[h]-5-%10%17o1#6=%115#[H]#%12=2=71#o%15#3#5#%13-8#n%14#%16#9=4-%171
5047,C.C.C.C=CC.NC=O
5048,C.C.C#N=O.N.O.O.O
5049,C.C.C#o(#C)c-co=C
5050,*1234[h]5678*9%10%11%12%13c#5%14%15%16[h]=1-95%17%18=c#%14=6=%10o-2-%11-51=n3%12#7#%15-%17n#%13=4=%16=%18-8-1
5051,C#c1(#F)cnC2#O=C#N=21
5052,C.C1=c2c3n#24c=1c#3#41=N=F1
5053,N.Nn1234n=O1#*2(#co#3)*#4
5054,*c=C=O(#O)(#O)#nc.C
5055,C.CN12#N#O(#C1)=O=c#2o
5056,N#O123#O=N4=N5#N=46#[H]=1=C=5=2O#6=3
5057,[H]12345#[h]6789%10%11*1%12%13%14%15%16#[H]#61%17%18%19#[h]7#2=%126%20%21[h]#8=%13127*96#%14=3=%171#N#4#%15#%10#%20=2%18=[h]7#%21=5=%19-%16-1-%11
5058,*C1c2[h]13#nc=C1=[H]#32#C1
5059,O1#*234#O5#c6n#5#27c=3=O=1C#7C=46
5060,*123456o789%10%11n=1%12%13%14%15%16=[h]=21%17%18%19*:3#7-%122%20%21=[h]1#8=4-%1337f#5#9-%17-2-%141=O%18%10%203%15o6=%11=%21-%19-7-%16-1
5061,*1234567#[H]89%10%11%12%13#*1%14%15%16%17%18[h]#8=21%19%20%21c#9=3=%1428%22f#%10=4=%15-139#c%16#2=5=%11=%191o%17#6#%12#%20#8=3#n%21=%18=%13=1=97-%22
5062,*123456:*789%10%11%12n=1%13%14%15%16%17[h]#7-21%18%19%20c#3=8=%1327%21c%14#4#1=938#[h]#%10#%15=%18=21f#%19#3=%11-5-7-%16*#6#%21#8=1=%20=%17%12
5063,C.C.C.C.C.N=N(N)O
5064,c1234[h]56789*%10%11%12%13:*#1-5%14%15%16#f=615f2#%14-%10-76#O#3#%11%152=N=%16=61%128F#%13#9=542
5065,C.C.C.C.C=N.N.N.O
5066,C12#*345f1678n-319=*=43%10#*5-14c=9-61c#3#7-4#C#2#1%108
5067,[H]12#f3456n1789c=21%10%11n7=32%12*-1-43#N8=C#%10#925#F#%11=63%12
5068,c1234*56789f-1%10%11%12%13%14n=51%15n-6-%105%16%17n#7=%11-16c#%12-2-51=f%16%13#8=3n6%17#4#9=%15=1=%14
5069,o12n345#[h]16789c1%10%11%12o=3%13%14#*#163=n#%13=4=%10-71n=8-%14-%11-o2#9=%12=13-5
5070,[h]1234[h]56789%10c%11%12%13%14%15f=5%16%17%18%19*#1=%11-65%20%21c#%16-%12-716#f25#%17#8=%137#o%14#3#%18=1=%20=9n%10#%19=4=6=%21-%15-7
5071,C.C.C.C.C.C.N.N.O
5072,*123456o789%10%11%12c=1%13%14%15%16[h]=7-21%17%18%19#n=3=%13-827%20o9#4-138o%10=2-%14-%171c3%11#5=%15=%18-7f1%20#%16#%19#%12=6-8
5073,n12345[h]6789%10*-1%11%12%13%14n=21%15%16c#6-32%17%18#f7-1-%1136#n=%12=8=2-4-%151n#5#%13#9=%17=3f%16#%18=%14=6=1-%10
5074,C.C.C.C.C.C.C.C.N
5075,C#c1234[h]56c(c#1(n5=2#O)#C#6=3)=N#4
5076,[h]123456[h]789%10%11[h]=1%12%13%14%15%16[h]-21%17%18%19#[h]-7-%122%20%21[h]#%13=3=8-17%12c#4#9=%14-%17-21#F#%18#%20=5%107%15=n%21%11%16=%12-6-%19-1
5077,C.C.C.C.C.C=C.N.O
5078,[h]12345*6789%10%11:*=1%12%13%14%15o6=21%16%17#c#3=726%18[h]#1#8=4-%1237=F#2#%16#9=%131#n#%14-6-%10-3c%15#5#%11=%18=%17=1=7
5079,[H]1O[h]23c1#c214c#[h](c=1)=C34
5080,CN(=O)#N=c1o=c#1n.N
5081,CC123#N456#o178n4[H]#7=25c8=3#C=6O
5082,C1234#*56789o1%10%11%12%13%14o21%15%16n#5#%10=32#*#%11163=o%15#7=%121[h]#4#8=2=%16-%13#F=9=%1431
5083,n1f2=c-134[h]1o5n6c#3(N2)-n1#6#5-4
5084,[h]123[h]456o-1789[h]1%10#C47f8=54o#2-1-95c#6-3C#4#5%10
5085,*123456:*789%10%11%12:*%13%14%15%16%17n=7-1%18%19%20%21[h]=2=%13=817%22=f%14%18=9-328=*:%10#4=%19%15-13[h]5#%16=%11=2-7-%20=[h]6#%12=%17=%21=8-3-%22
5086,C12=O345=n67*389%10%11c3#n-6-8f=1=9-36=n%104=F#%11=7256
5087,n12f34567c89%10%11%12c=3%13%14%15n=8-13%16f#%13-9-418[h]#2=%14-3-%10-54#O#%16#1=%116#O#%12#7#8%154
5088,*12f34n56=N7=c-589%10c=1-65%11n#3#8=7-2-o=9=5*#4#%11-%10
5089,N=n12c(=C1)C=213#oo=C#1#C=3
5090,f12345f6789%10%11*%12%13%14%15%16f-1-6%17%18%19%20*#2%12-716#*#%13#%17=8-327f#%14#%18=93f2%19=1=%15=%10-4*:7%20#%16=5-36-%11
5091,c12c3o4c5678n1#49%10c#5=21o9-6(#O#3=7)C#1=8=%10
5092,c1234n56789%10*%11%12%13%14o-5%15%16#C#615%17%18#*:%11=2=7-%1516#C#3#8=5%122[H]=%17=1%139#[h]%10=4=%16=%14=%182-6
5093,c1c23o14=F#O=415#N=N=O21#N=3=5
5094,*123456[h]789%10%11[h]-1%12%13%14%15%16#f=71%17%18%19*=2=8-%127%20:*#3=9=1-%1328f%17=4=7=%141#[H]#2=%18=%155%10#n%11#1#8#%16=6=%19-%20
5095,C.N.O1#C234#O5o6c52o=3C=6=41
5096,C=C123#*4=[H]C#14(=co2)=F=3#O
5097,O1=C23#c=14n=2c#3125c3=n#1c-2o=3=5-4
5098,C.C.C#C.N.O.O.O.O
5099,n123[h]4567n89%10%11n=1=4%12%13%14n-214c#8=5-%12#C=%13192=*#6#%10#%14#N#3#7=2=%114
5100,O1N23#c4*2#N2#N156#O#31#n=25f#1=6-4
5101,CF.F.N.O.c*-nn
5102,C12#c34*15#n=2167f328n=13o#2=4*85-6=O#73
5103,C.C#*#c(c)c=C.cf
5104,[h]1234*56789%10f-1%11%12%13%14*=51%15%16:*#2=%11=65%17%18f#7=126[h]#%15#%12=8-51[h]2%17=3-%13-9*461%14:%10=%18%16
5105,C12=[H]3456#F789#o=3%10n=173%11o=821[h]#4=%10=392o=5o#1=6-%11-2
5106,[h]12345[h]6789%10n=1%11%12%13%14n#61%15%16%17#f=7-26%18f%11=8=127[h]%12#6=9-3-%151#N4%16%132=n%10%147#%17=1-5-%18
5107,f1234n56789%10c=1%11%12%13n-51%14%15%16o#2#%11-65%17%18#N=3=1=726#O#8%1451=f9#%17=4=%15-%122f#%13=6=%10=%181-%16
5108,C=C#N.N.c1n2=NC1N=2
5109,o1234f56789%10#n%11%12%13%14*-5%15%16%17%18n=%11-65%19%20[h]#1=%15=76%11#C#5=%162%1281#N#6#%19=3=%13%179o%20#%11=4=%18-%141-%10
5110,[H]1234#[h]5678f=19%10%11%12c1%13%14%15o#5=9%16%17c%10#2#1=65-n#%133-71f#%16=8=%14-%11#c%12#%17=14-%15-5
5111,C.C.C.C.N.N.N.N.O
5112,o123*456789[h]%10%11%12*:4%13%14%15%16o#5-%104%17%18n#%13=65[h]#4=7-1-%146*%17#2#%15=%11=8*%125%18=3=%16-69
5113,C.C.C.C.C.C.C.N.N
5114,C.C.C#O.O.O.O.co
5115,C1#N2#O=13=cn#O#cn=2=3.O
5116,C.cn#N12#C3#C=c=31c2=O
5117,N.N.N#c1c=OC#1.cc
